,smiles,solv_oxidation_potential
06AADK,Cc1ccc(Cl)cc1N1CCN(C[C@@H](O)c2ccc3c(c2)CCN3)CC1,0.416
06JLMF,COc1cccc(CNC(=O)c2cccc3c2NC(=O)C3)c1,1.672
06LDDN,Cn1cccc(C(=O)N2CCC(CNC(=O)c3c(F)cccc3F)CC2)c1=O,1.694
06AYWS,CN1CCN(C(=O)/C=C/c2c(Cl)nc3sccn23)CC1,0.972
06NDVT,CCCC(=O)N1CSC[C@H]1C(=O)NC[C@H](C)N(C)c1ccccc1,0.936
06ONBH,CCCC(=O)N1CSC[C@@H]1C(=O)NC[C@H](C)N(C)c1ccccc1,0.726
06JVSM,CCCOc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,1.377
06NWZO,COc1cc(OC)c(NC(=O)NCc2ccc(C)cc2N(C)C)cc1F,0.858
06KTXQ,CN(C)S(=O)(=O)c1cccc(NC(=O)[C@H]2CC(=O)N(c3cccc4ccccc34)C2)c1,1.58
06IHBG,COc1ccc([C@H]2COc3cc(O)c(O)cc3C2)cc1,0.772
06KOPC,c1ccc2c(c1)OC[C@H]2CNCc1cc2c(s1)CCC2,1.342
06KJST,c1ccc2c(c1)OC[C@@H]2CNCc1cc2c(s1)CCC2,1.196
06IMXW,CO/N=C(/C(=O)Nc1nc(C(C)C)cs1)c1ccco1,1.953
06WJGN,C[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(N2CCOCC2)cc1,0.871
06GDJZ,C[C@@H]1Cc2ccccc2N1CC(=O)Nc1c(Cl)cccc1Cl,0.675
06CFXM,CC(C)CC(C)(C)CNC(=O)C(=O)Nc1ccc2c(c1)CCO2,1.045
06WHIS,O=c1ccc2cc(S(=O)(=O)NCCc3ccc(N4CCCCC4)cc3)ccc2o1,0.695
06ZLNR,COC(=O)c1ccc(NC(=O)N[C@@H]2CCO[C@@]3(CCOC3)C2)cc1,1.569
06OCHD,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](NC(=O)c1cccn(Cc3ccccc3)c1=O)C2,2.006
06AIOT,CC[C@H](C)[C@@]1(C)C(=N)NC(=O)N1Cc1ccccc1,1.918
06ATYJ,CC1=NN(C)C(=O)/C1=C\c1c(C)nn(C)c1O,0.954
06HSMD,CCc1cc(Br)c(Cl)c(Br)c1,2.411
06BBCW,CC(=O)c1c[nH]c(C(=O)N[C@@H]2CCCC[C@@H]2OC2CCCC2)c1,1.643
06SCQZ,COCCOc1ccccc1NS(=O)(=O)c1cccc2ccccc12,1.363
06UJUA,C[C@H](C#N)Oc1ccc([C@H]2NC(=O)c3ccc(Cl)cc3N2)cc1,1.284
06JLCU,C=CCO[C@H](C)C(=O)N(C[C@H]1CCCO1)c1ccncc1,1.975
06WSVP,CCOC(=O)Nc1ccc(NS(=O)(=O)c2cc(C)ccc2F)cc1,1.112
06ZNWS,CCNS(=O)(=O)c1ccc(C)c(C(=O)N2CC[S@@](=O)C(C)(C)C2)c1,2.059
06YXZR,Cc1ccc(OCC(=O)N/N=C/c2ccccc2C(F)(F)F)c(C)c1,1.409
06CDCH,C[C@@H]1CC(Nc2cccc(OC3CCCC3)c2)C[C@@H](C)O1,0.82
06NFLA,C[C@H](NC(=O)c1ccco1)C(=O)NCCc1ccc(Cl)cc1Cl,2.627
06EDON,CCN(CC)C(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(C)cc1,1.377
06JYLM,CCOc1ncccc1C(=O)NC[C@H]1Cc2ccccc2O1,1.548
06YJCC,O=C1NC[C@@H](c2ccccc2)[C@H]1C(=O)N/N=C\C(Br)=C\c1ccccc1,1.358
06XQWH,O=C(Cc1c(Cl)cccc1Cl)C[C@@H]1C[C@H]2CC[C@@H]1C2,2.553
06ABPV,Nc1cccc(OC(F)(F)F)c1F,1.417
06XJEP,CN(C)C(=O)c1ccc(CN(C)[C@@H]2CCCN(c3ccccc3)C2)[nH]1,0.665
06TADZ,COc1ccccc1[C@H](C)N(C)C(=O)c1cn[nH]c1C,1.737
06THDW,O=C(COC(=O)c1cccc2c1C(=O)c1ccccc1C2=O)N[C@H]1CCS(=O)(=O)C1,2.603
06JTFU,O=C(CN1CCN(C(=O)COc2ccc3c(c2)CCC3)CC1)Nc1ccc(F)cc1,1.424
06TLUS,C[C@@H](CC(=O)O[C@H]1CCSC1)C(=O)c1cccc(F)c1,1.933
06RJEM,CCN(C)c1ccc(C(=O)NCc2cccc(S(=O)(=O)NC)c2)cc1,1.142
06MUFC,Cc1ccccc1N1CCN(C(=O)/C=C/c2cnn(C)c2)[C@H](C)C1,0.924
06CTZJ,Cc1ccc(NC(=S)Nc2cc(C(F)(F)F)ccc2C)cc1,1.412
06FEAB,O=C(NCCCNC(=O)c1cc2c(s1)SCC2)c1cccc(Cl)c1,1.221
06AMSX,Cc1ccc([C@@H]2C(N)=NC(=O)N2C)s1,1.562
06XWIJ,CC[C@@H](N[C@H](COC)c1ccccc1)c1ccc(F)cc1F,1.01
06VVCD,CC(C)N(CC(N)=S)Cc1cc(F)cc(Br)c1,1.106
06EJOB,COc1ccccc1/C=C\C1=N/C(=C/C=C/c2ccccc2OC)C(=O)O1,1.008
06BWGX,Cc1ccc(C)c(OC(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)c1,1.953
06WPNU,C[C@H](CCc1ccccc1)NC(=O)Nc1ccc(OC(F)F)c(F)c1,1.489
06HGUC,C=CCC[C@H](C)OC(=O)c1cnc(C)nc1CC,2.467
06NNWC,O=C(O[C@@H](c1ccccc1)c1ccccn1)c1cnc2ccccc2n1,2.128
06ZNJW,CNc1ccc(Br)cc1C(=O)c1ccccc1Cl,1.15
06LNDH,O=C(Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1)Nc1ccccn1,1.113
06KJUJ,CC(C)NS(=O)(=O)c1cccc(C(=O)N2CCC[C@@H](C)C2)c1,2.041
06NTKV,CNC(=O)CN1C(=O)COc2ccc(Cl)cc21,1.358
06EUBT,CCc1nn(C)cc1CNC(=O)c1cc(S(C)(=O)=O)ccc1Cl,1.767
06MGPV,CC1=NN(c2ccc(C(=O)Nc3ccc4c(c3)CCCN4C)cc2)CC1,0.283
06XMOG,Cc1ccc(CCC(=O)c2ccc(F)cc2F)c(C)c1,1.781
06CVVW,CC(C)OC(=O)c1ccc(N2C(=O)C(Cl)=C(Cl)C2=O)cc1,2.222
06QZVQ,COC(=O)c1cnc(Nc2ccc(F)cc2)c2ccccc12,1.215
06MPQX,CCc1nn(C)c(CC)c1CNC(=O)N[C@@H](C)CSC,2.355
06JHAW,CC(C)(C)c1ccc(C(=O)C(=O)Nc2ccc(F)c(C#N)c2)cc1,1.996
06XPAP,COc1ccc(F)cc1S(=O)(=O)NC[C@H](O)c1ccc(N(C)C)cc1,0.962
06VAWN,COc1cccc(/C(C)=N\NC(=O)[C@H](C)Sc2ccc(Cl)cc2)c1,1.667
06OEFP,COCC/N=C1\C(=O)Nc2ccccc21,1.792
06UVZF,O=C1O[C@@H](c2ccc(Cl)c(Cl)c2)C(=O)C1=O,2.638
06GMBL,O=C(CN1CCN(C(=O)[C@@H]2CCC(=O)N2)CC1)Nc1ccccc1Cl,1.802
06RTRU,Cc1cc(C)c([C@@H](O)C2(C)CCCC2)c(C)c1,1.741
06ELHS,CC(=O)N1CC[C@@H](C(=O)NCc2cnc(OCC(C)C)c(Cl)c2)C1,1.799
06OWCF,C=CCNC(=O)C(=O)NCC1(c2ccccc2OC)CCOCC1,1.617
06XSFC,C[C@@H](ONC(=O)C1CCCC1)C(=O)Nc1ccccc1F,1.73
06VTQK,CCOc1ccccc1[C@H](C)OC(=O)Cc1c(C)nn(C)c1C,1.803
06ANPU,O=S(=O)(N[C@H](CO)c1ccc(Cl)cc1)c1ccccc1F,2.035
06TTGF,C[C@@H]([C@@H](C)N(C)C(=O)c1cc(Cl)c2ccccc2c1O)S(C)(=O)=O,1.293
06PRHA,c1ccc([C@@H]2OCC[C@H]2CNc2ncccn2)cc1,1.831
06JIUZ,CCC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CC(=O)N(C)C)cc2)c(C)c1,1.426
06YJFA,C[C@H](NS(=O)(=O)c1ccc(Cl)c(Cl)c1)C(=O)Nc1ccc2c(c1)CCC2,1.532
06EMGD,O=C(c1cccc(=O)[nH]1)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.568
06BXXL,O=C(O[C@H]1CCOC1=O)c1cccc(S(=O)(=O)NCc2ccco2)c1,1.809
06WXYL,CCCn1c(N)c(N[C@H](CO)C(C)C)c(=O)[nH]c1=O,0.429
06SLPU,COc1ccc([S@](=O)Cc2nc3cc(N)ccc3o2)cc1,0.975
06RATZ,COCCn1c(C)cc(CN2CCOC3(CCOCC3)C2)c1C,0.622
06GVZM,CCc1nn(CC)c(CC(=O)[C@@H]2CSCCS2)c1Cl,1.954
06VDUM,O=C1CSc2ccc(NC(=O)[C@H]3CCCC[C@H]3C(F)(F)F)cc2N1,1.155
06QALH,Cc1ccc(N2C[C@H](C(=O)Nc3ccccc3C(=O)Nc3ccccc3)CC2=O)cc1,1.486
06BGIR,Cc1cncc(C(=O)OCCc2c(C)n[nH]c2C)c1,1.769
06SDPU,O=C1c2ccccc2C(=O)N1Cc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1,1.758
06DVFP,CN(c1ccccc1)c1ccccc1NC(=O)N1CCOC[C@H]1C[C@H](O)c1ccccc1,0.958
06YDIS,Cc1ccc(Cl)cc1NC(=O)[C@H](Cc1ccccc1)n1cccc1,1.673
06HRTE,COc1ccccc1[C@H](N[C@H]1CCN(C(C)C)C1=O)c1ccccc1Cl,0.821
06TFHE,COc1ccc(/C=C/C(=O)NC(=S)Nc2cccc3ccccc23)cc1,1.23
06ZYRY,Cc1ccccc1CCn1c(CCl)nc2cccnc21,2.098
06OCDM,CCCCCNC(=O)c1cc(C)c(C)c(S(=O)(=O)NC)c1,2.545
06KCLP,O=C1C[C@@H](c2cccs2)[C@@H](c2ccccc2)C(=O)N1,2.021
06PVCM,Cc1nc(COc2ccc(N(C)S(=O)(=O)c3ccc(F)cc3)cc2)cs1,1.077
06NCFV,CN(Cc1ccccc1N1CCCC1)S(=O)(=O)/C=C/c1ccccc1,0.907
06CCAI,COC(=O)[C@]1(F)CCN(C(=O)c2c(C)cc(C)cc2C)C1,1.748
06TPZA,Cc1cc(CN[C@@H](C)C#N)cc(C)c1F,1.813
06VNWS,O=C(NC[C@@H](O)c1cccc(OC(F)F)c1)[C@H]1Cc2ccccc2O1,1.63
06QKXDJT,Cn1ncc2c1CCC[C@H]2NC(=O)c1ccc(Cl)cc1,1.79
06FNYR,C[C@H](CCC(C)(C)C)NC(=O)C(=O)Nc1ccccc1C(=O)N(C)C,1.846
06FRAF,COc1ccc(CN(C)C(=O)/C=C/c2cn(C)c(=O)n(C)c2=O)cc1,1.522
06HGRS,COC(=O)c1cccc(S(=O)(=O)N(c2ccccc2)C(C)C)c1,1.738
06KDTX,CC(C)[S@@](=O)c1ccc(C(=O)N2CCCC[C@@H]2CNC(N)=O)cc1,1.805
06ZSUW,C[C@@H](NC(=O)c1cccc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)c1)c1ccccc1,0.894
06TJKW,CCc1ccc(C(=O)NNC(=O)c2cccnc2OCC(F)F)cc1,1.515
06QYCE,CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccc2c(c1)OCCO2,2.071
06ROYG,COC(=O)[C@H](c1ccccn1)N1CCN(C(=O)OC(C)(C)C)CC1,0.976
06UBUA,CC(C)C(=O)N(C)Cc1ccc(C(=O)O[C@H](C)[C@@H]2CCOC2)cc1,2.388
06HMGB,CCNS(=O)(=O)[C@@H]1CCN(c2ccc(C#N)cc2C(F)(F)F)C1,1.664
06YMJU,O=C(/C=C/c1cccc(Cl)c1Cl)Nc1ccc2c(c1)NC(=O)CO2,1.16
06JVSS,CC[C@@H](C)NC(=O)[C@@H](C)NC(=O)C#Cc1ccccc1,2.084
06SRGO,C[C@H]1Oc2ccc(NC(=O)CCN3CCSC3=O)cc2NC1=O,1.188
06VYVZ,O=C(CN1CCCc2ccccc21)NNS(=O)(=O)c1ccc(C(F)(F)F)cc1,0.9
06WBTM,Cc1ccc(NCCOc2ccccc2C)c(C(=O)NN)c1,0.761
06QOKK,COc1cc(OC)cc([C@H]2CCN(C(=O)[C@@H]3CCO[C@H]3C)C2)c1,1.285
06EYNL,C[C@H](NC(=O)CN1c2ccccc2C[C@@H]1C)C(=O)N1CCCCC1,0.722
06OCIK,C[C@H]1OCC[C@H]1C(=O)Nc1ccccc1N1CCc2ccccc21,0.906
06XOSW,COc1ccc2cc3cc(C(=O)NCCCOC(C)C)oc3nc2c1,1.361
06TWAA,COC[C@@H](NC(=O)c1ccccc1C(F)(F)F)c1ccc(F)c(F)c1,1.938
06HNTG,C[C@H](Oc1ccc2ccccc2c1)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.793
06RMRK,Cn1ccc(CNC(=O)Nc2cc(F)ccc2OC[C@@H]2CCCO2)c1,1.067
06QEBD,O=C(NCC(=O)N1CCC(C(=O)Nc2ccc(Cl)cc2)CC1)c1ccccc1,1.516
06JGIX,CS(=O)(=O)Nc1ccc(N)cc1Oc1ccccc1,0.537
06RHEL,CC(C)NC(=O)N(C)C[C@@H]1CC(c2ccc(Cl)cc2)=NO1,1.711
06QINM,C[C@H](CNC(=O)c1ncccc1C(F)(F)F)[S@](C)=O,1.693
06LVKT,COC(=O)c1ccc(C)c(OC(=O)c2cc(F)c(Cl)nc2Cl)c1,2.925
06GAXB,CCOC(=O)N1CCC(NC(=O)CN2c3ccccc3C[C@@H]2C)CC1,0.551
06TKUJ,CNC(=O)c1cc(OC)ccc1NC(=O)C[C@@H](C)C(C)C,1.395
06OYOR,CCc1ccccc1NC(=O)CN(C)C(=O)[C@@H](C)N1CCN(c2cccc(Cl)c2)CC1,0.691
06YMIO,CO[C@H](C)C(=O)N1CCC2(CCC(=O)N(Cc3ccccn3)C2)CC1,1.946
06TZSB,O=S(=O)(CCOc1ccccc1)c1ccc(F)c(F)c1,1.873
06LZUY,CCc1cccc(NC(=S)N2CCCN(Cc3ccc(F)cc3)C2)c1,1.156
06WANG,COC(=O)N1CCN(c2cccc(C)c2C)CC1,0.744
06FIHX,COCc1ccc(CN[C@H]2COc3c(cccc3OC)C2)o1,1.16
06IZWL,C[C@@H]1CSC(SCC(=O)Nc2ccc(N3CCCCC3)cc2)=N1,0.446
06NOKE,Cc1cc(C=O)c(F)cc1Br,2.342
06YOAW,Cc1cccc(OCC(=O)NC[C@@H](O)c2ccc(C(F)(F)F)cc2)c1,2.482
06OMKL,COc1ccc(CCNc2nc(S(=O)(=O)c3ccccc3)c(Cl)s2)cc1,1.384
06BRUK,COc1cc(CNC(=O)Nc2ccc3c(c2)C(=O)N(C)C3=O)ccc1OCc1ccccc1,1.146
06AEUX,COc1ccc(CN2C[C@@H](CO)OC[C@H]2C)cc1OCc1cccnc1,0.761
06ZSCJ,CSc1ccc(Cl)c(C(=O)NNC(=O)c2ccccc2)c1,1.766
06EVHQ,C/C(=C/C(=O)N(C)CC(=O)N(C)C)c1ccccc1OC(F)F,1.539
06PCKO,CC(C)[C@@H](CO)NC(=O)NC[C@H]1CCO[C@H]1c1ccccc1,1.849
06CHGG,Cc1ccccc1[C@@H](C(=O)NCCC(=O)N1CCCC1)N(C)C,1.127
06EACW,CCc1ccc(C(=O)[C@@]2(C)CCCO2)cc1,1.93
06KVVF,O=C(COc1cccc2ccccc12)N1CCN(S(=O)(=O)c2ccccc2Br)CC1,1.153
06JKAD,CCc1sc(C(=O)N2CCN(c3ccccc3O)CC2)cc1C,0.697
06WTBO,N#CCN(C(=O)COC(=O)CC12CC3CC(CC(C3)C1)C2)c1ccccc1,2.286
06GVYA,CN1/C(=C/C=O)Sc2ccccc21,1.049
06CDOW,COc1ccc(S(=O)(=O)N(C)c2ccc(C(N)=O)cc2C)cc1,1.661
06SMTU,C[C@@H](CNC(=O)[C@H](C)NC(=O)Nc1ccccc1)Oc1ccccc1,1.461
06ZEGG,O=C(c1cccnc1)N1CCCC[C@@H]1Cc1ccccc1,2.123
06QGDW,O=C(NCc1c(O)ccc2c1CCCC2)c1ccc(F)cc1Cl,1.508
06QMMF,O=C(NCC#Cc1ccccc1)N[C@H]1CCOc2ccccc21,1.521
06SLZB,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)[C@@H]3CC(=O)N(c4cc(C)cc(C)c4)C3)cc2)cc1,1.608
06AJZM,COC(=O)[C@H]1CCN(C(=O)Cc2cccc(OCc3cccnc3)c2)C1,2.322
06IUJB,CN(C)c1ccc(C(=O)N[C@@H]2CCCCC2(C)C)cc1N,0.443
06HOND,CCC(=O)NCC(=O)N1CCCC[C@@H]1CCc1ccccc1,2.26
06BYEB,O=C(NCc1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,1.543
06IECB,Cc1ccc2oc(CN3CCN(C(=O)NC[C@H]4CCCO4)CC3)nc2c1,1.538
06ZBUX,C[C@@H](c1ccco1)N(C)S(=O)(=O)c1cc(Br)ccc1Cl,1.825
06ONZN,C[C@@H](O)[C@@H](C)Nc1ccc2sccc2c1,0.717
06BZZH,COc1cc(C)c(NCc2cccc(OC)c2OC)cc1OC,0.191
06YMFR,C[C@H](NC(=O)CCN1CCCC1=O)c1ccc2c(c1)CCC(=O)N2,1.327
06PTFW,C[C@H](C(=O)N1CCO[C@H](c2ccc(F)cc2)C1)n1ccnc1,1.962
06MPXW,Cc1c(Cl)cccc1S(=O)(=O)N[C@H]1CCS(=O)(=O)C1,2.797
06RLBH,O=C(COc1ccc(Br)cc1)Nc1ccccc1SC(F)F,1.966
06CDGO,O=C1c2ccccc2C(=O)N1CN1CCO[C@H](c2ccc(F)cc2)C1,1.391
06RMUI,Cc1cccc(C(=O)N[C@@H](CO)c2cc(F)c(F)c(F)c2)c1Cl,2.03
06BTVX,C[C@@H](CC(=O)N[C@@H](CO)c1ccccc1F)C(=O)c1cccc(F)c1,2.181
06MRIE,CNS(=O)(=O)c1cc(C(=O)N2CC[C@H](C)[C@H]3CCCC[C@H]32)ccc1F,2.055
06COSH,O=C(c1c[nH]nc1C1CCCCC1)N1CC[C@@H](Cc2ccc(CO)cc2)C1,2.088
06XPGV,Cc1ccc([C@@H](C)NC(=O)[C@@H]2CC(=O)N(c3ccc(C)cc3)C2)cc1,1.354
06PKVG,COc1nc(C(=O)N[C@@H](C)CN2CCOCC2)cc2ccccc12,0.843
06PFQU,COS(=O)(=O)c1ccc(Cl)c2ccccc12,1.992
06SYON,CS(=O)(=O)CC[C@H]1Nc2ncc(Br)cc2NC1=O,1.043
06WKGF,C=Cc1cc(Br)cc(Cl)c1O,1.67
06DORF,C[C@@H](NC(=O)c1ccc(O)c(Cl)c1)c1cccc(C(F)(F)F)c1,1.882
06ESDX,CCc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,1.336
06GUDZ,CNC(=O)c1ccc(/C=C/C(=O)N2CCC[C@@H](CC(N)=O)C2)cc1,1.965
06XKVJ,Cc1ccc(C[C@@H](C)NC(=O)/C=C/c2ccc(C(N)=O)cc2)c(C)c1,1.736
06CKFA,O=C(O[C@@H]1CCOC1=O)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O,1.855
06DQRG,Cc1cc(C)cc(C(=O)NCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)c1,2.403
06HEMC,C=CCCCN(C)C(=O)c1c[nH]c2nccc(Cl)c12,1.67
06WNRS,O[C@H](c1nccs1)c1ccccc1N1CCN(Cc2ccccc2F)CC1,0.817
06UCCW,CN(C)C(=O)N1CCN(C(=O)[C@@H]2SCCc3sccc32)CC1,1.49
06RFEQ,COc1ccc(/C(C)=N\N2CCN(c3ccccc3OC)CC2)cc1OC,0.449
06MXOC,O=C(Cc1ccc(Cl)cc1)N1CCN(C(=O)[C@H]2C=C(c3ccccn3)N=N2)CC1,2.427
06AVDF,Cc1cc(Br)ccc1NC(=O)CN(C)C(=O)/C=C/c1ccccc1,1.381
06NDSY,COc1cc([C@]2(O)CCO[C@@H](C(C)C)C2)ccc1Cl,1.706
06OKTZ,C[C@@H](N[C@@H]1CCO[C@@H]1c1ccc(Cl)c(F)c1)c1ccncc1,1.488
06DKYG,CC(C)(C)C(=O)NCCNC(=O)COc1ccccc1,2.327
06SNSQ,O=C1/C(=C\c2ccccn2)SC(=S)N1C1CCCCC1,1.797
06YAUW,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Br)o1)c1ccccc1,2.275
06RPJM,CC(C)(C)c1ccc(CNC(=O)C(=O)NCCc2ccccc2)cc1,2.103
06GOGQ,O=C(c1ccc(SCCc2ccccc2)nc1)N1CCCC1,1.658
06ZERK,C[C@@H](NC(=O)Cc1ccc2c(c1)CCO2)C(=O)NC1CCCC1,1.204
06NRHI,Cc1ccc(NC(=O)[C@@H](C)OC(=O)c2cccnc2)cc1Cl,1.757
06OPFB,C[C@@H]1CC[C@H](NC(=O)Nc2cc(C(=O)N(C)C)ccc2F)[C@H](C)C1,1.668
06ZRGR,Cc1cccc(NC(=O)CN(C)C(=O)c2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc2)c1C,1.871
06ZXMI,CC(C)CC1=NN=C2CCN(C(=O)c3ccc4ncsc4c3)C[C@H]21,2.522
06FFTE,Cc1c(CN2CCO[C@H]3CCCC[C@@H]32)cc(C#N)n1C,0.995
06FXRE,Cc1cc(OCc2cccc(C#N)c2)ccc1NC(=O)[C@H]1CCO[C@@H]1C,1.136
06DQFE,COC(=O)[C@@]1(F)CCN(C(=O)[C@@H](C)c2ccc(OC)cc2)C1,1.539
06SDLD,CC(C)(CNC(=O)c1ccc(NC=O)cc1)c1cccs1,1.754
06HVSQ,COc1ccc2c(c1)C[C@@H](C(=O)N[C@@H](CO)CC(C)(C)C)CO2,1.076
06RRNR,Cc1ccc([C@H](C)NC(=O)/C(C#N)=C/[C@H]2C=NN=C2c2ccccc2)cc1,2.049
06SFFF,Cc1c(F)cc(F)c2c1[C@H](O)CC2(C)C,2.013
06ZTCJ,COC(=O)[C@@H]1CCCC[C@H]1NC(=O)c1ncccc1C(F)(F)F,2.327
06OHEZ,CC(C)(C)n1cc(C(=O)NNC(=O)c2cccc(Br)c2)cn1,1.495
06VAZX,COc1ccc(C(=O)/N=C(/OC(C)C)N2CCCCC2)cc1,1.916
06FWAQ,CO[C@]1(C)Oc2ccc3ccccc3c2C[C@@H]1Br,1.27
06ZXFH,CCCCc1nc(S(=O)(=O)c2ccccc2)c(N(C)C)o1,0.994
06JCAS,C[C@H]1CCCC[C@H]1NC(=O)Cn1cc(S(=O)(=O)N2CCCC2)ccc1=O,1.883
06LFEQ,CC(C)N(C)C(=O)c1ccc(Cl)c(NC(=O)C2(Sc3ccccc3)CCCC2)c1,1.828
06UFZG,COc1cc(C)c(C(=O)c2cc(C)c(Br)s2)cc1OC,1.094
06SAMK,CC(=O)c1cccc(S(=O)(=O)Nc2cc(Cl)ccc2F)c1,1.713
06CWGC,O=C(N[C@@H]1CCN(c2ccccc2)C1)c1ncccc1OCC(F)(F)F,0.832
06UORF,O=C(Cc1ccc2c(c1)OCCO2)Nc1ccc(F)c(F)c1F,1.939
06LCFF,C[C@H]1COCCN1CC(=O)Nc1ccccc1C(=O)NC1CCCC1,0.825
06YGRK,C[C@H]1CCC[C@](C#N)(Cc2ccc(O)cc2)C1,1.724
06HGHP,COc1ccccc1N1C[C@@H](C(=O)Nc2ccc(N3CCCCC3)c(Cl)c2)CC1=O,0.568
06EPQB,Cc1cccc(C)c1OCC1=C[C@@H](C(=O)NCc2cc3ccccc3[nH]2)NO1,1.109
06YRHS,CCCn1/c(=N/C(=O)c2ccc[nH]c2=S)[nH]c2ccccc21,0.605
06LATL,C[C@@H]1CCCC[C@@H]1OCC(=O)N(C)Cc1cccc(O)c1,2.386
06JQUF,COc1ccc(N2C[C@H](C(=O)Nc3ccc(C)c(F)c3)CC2=O)c(OC)c1,1.101
06CCAR,O=C(N[C@H](c1ccc(F)cc1)[C@H]1CCCO1)c1cccc(OC(F)F)c1,1.63
06XQKI,COCCNC(=S)N[C@@H]1CCCc2ccccc21,1.506
06PKZN,CCOC(=O)/C(=C/c1cc(C)c(O)c(C)c1)c1nccn1Cc1ccccc1,1.393
06CGJU,Cc1cc(C(=O)NCCCn2cccn2)c(C)n1C(C)C,1.009
06LZFO,CCCCCOc1nc(C(F)(F)F)ccc1C(N)=S,1.66
06DSRZ,C[C@@H](O)C[C@H]1CCCN1C(=O)[C@@H]1Cc2ccccc2O1,1.432
06MFLM,CC[C@H](NC(=O)Nc1ccc(F)c(C(N)=O)c1)c1cc(F)ccc1F,1.575
06PVWD,COC(=O)Cc1ccc(NC(=O)/C=C/c2cc(Cl)ccc2OC)cc1,1.436
06NYAG,CC(C)(C)c1nn(Cc2cccc(F)c2)c(N)c1Br,1.116
06SKFA,O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)N/N=C\c1cccc(O)c1,1.527
06IPNG,CCN(CC)C(=O)Nc1ccc([C@H](C)NC(=O)C2CC=CC2)cc1,1.412
06XDRJ,COC(=O)[C@@H]1CCCC[C@H]1NC(=O)CCC(=O)c1ccc(F)cc1F,2.247
06EXLX,CC(C)CC[C@@H](C)NC(=O)c1ccc(Cl)c(S(C)(=O)=O)c1,2.381
06CDDU,C[C@@H]1CCCC[C@@H]1NC(=O)Nc1ccc(S(=O)(=O)C(F)F)cc1,1.874
06GALC,CO[C@H]1CCC[C@H](OC(=O)CCc2ccc(C#N)cc2)C1,2.675
06ACTH,Cc1cc(Cl)ccc1NC(=O)CS(=O)(=O)C[C@@H]1CCCO1,1.561
06BEHC,COc1cc(C(=O)N2CCC[C@](CO)(Cc3ccccc3F)C2)ccc1C,1.92
06UGRS,Cc1ccc(NC(=O)N2C[C@H](C)CC[C@@H]2C)cc1S(=O)(=O)N(C)C,1.49
06FIRB,CS(=O)(=O)c1ccc2[nH]/c(=N\C(=O)c3ccccc3)sc2c1,2.026
06MKJU,CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)OCC(F)F)c1,1.529
06BYIQRU,Cc1ccc(CN2CCSc3ccc(C(=O)NC[C@@H]4CCCO4)cc32)cc1,0.838
06SQXN,COc1ccccc1OC(=O)CSCc1cccnc1,1.649
06NRCL,O=C(NCc1ccccc1OC(F)(F)F)c1ncc(Cl)c(Cl)c1Cl,2.763
06JKPM,Cc1cccc(N(Cc2ccccc2)S(=O)(=O)c2ccccc2C#N)c1,1.74
06TJEC,Cc1nc(C[C@H](NC(=O)CCc2ccccc2)c2ccccc2)cc(=O)[nH]1,2.061
06WFGB,Cc1ccc(C(=O)NNC(=S)NC(=O)/C=C/c2ccco2)cc1Br,1.765
06RYMJ,O=C(C[C@@H]1CCOc2ccccc21)Nc1c(O)cccc1F,1.69
06RAAP,COc1ccnc(NC(=O)[C@H]2COc3ccccc32)c1,1.637
06BCJL,O=C(N/N=C/C=C/c1ccccc1)c1ccc(NC(=O)C2CCCCC2)cc1,1.388
06UEXN,CS[C@H]1CC[C@H](NC(=O)c2ccc(SC(F)F)cc2)C1,1.868
06TZLF,Cc1cccc(OCC(=O)N2CCN(S(=O)(=O)c3c(F)cccc3F)CC2)c1,1.662
06ENXK,CCN(Cc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(Br)cc1Cl,1.1
06SELU,Cc1ccccc1N[C@@H]1OC(=O)c2ccccc21,1.31
06SNOK,Cc1cccc(NC(=S)NNC(=O)[C@@H](C)NC(=O)c2ccccc2)c1C,1.403
